[2024-03-08 13:21:32.314] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:66:66] Start
[2024-03-08 13:21:32.443] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-08 13:21:32.443] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-08 13:21:32.443] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-08 13:21:32.443] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-08 13:21:33.130] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/super-vio/models/superpoint.onnx
[2024-03-08 13:21:34.372] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-08 13:21:34.372] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-08 13:21:34.372] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-08 13:21:34.372] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-08 13:21:34.372] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-08 13:21:34.372] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/super-vio/models/superpoint.onnx
[2024-03-08 13:21:34.416] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-08 13:21:34.416] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:19:19] Matcher is being created
[2024-03-08 13:21:34.416] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:41:41] Initializing matcher ort env
[2024-03-08 13:21:34.416] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:55:55] Using 0 threads, with graph optimization level 99
[2024-03-08 13:21:34.416] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:59:59] Using CUDA for matcher
[2024-03-08 13:21:34.416] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:74:74] Loading matcher model from /home/lin/Projects/super-vio/models/superpoint_lightglue_fused_fp16.onnx
[2024-03-08 13:21:34.644] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:78:78] Matcher model loaded
[2024-03-08 13:21:34.644] [MineLog] [info] [/home/lin/Projects/super-vio/src/matcher/matcher.cpp:82:82] Matcher ort env initialized
[2024-03-08 13:21:35.576] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 929.266988
[2024-03-08 13:21:35.577] [MineLog] [info] [/home/lin/Projects/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 929.677694
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.3524598739049124, 0.14892187807065604, 0.526164779416592]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.25866023767397495, 0.14501944568324673, 0.5031429940942364]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.30278530797565406, 0.1469474802205404, 0.5098348533724545]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.39745023388502576, 0.20018989706990953, 0.6743064263379227]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.21647272195754105, 0.1481408488668211, 0.5019166062563241]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.4074078417689791, 0.19945604080986493, 0.6718335517992691]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.17296746296456705, 0.1497957856462446, 0.5016390582532122]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.3578445881458488, 0.16296968547194668, 0.5426093533954315]
[2024-03-08 13:21:38.164] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.12958959612452325, 0.15249201955281072, 0.5019377127368735]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.08439381529131426, 0.15414414813441113, 0.5016586635357035]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.03867076755365947, 0.1545528827842781, 0.49462740756535967]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.005607167340126639, 0.15256384882687166, 0.4802803617424623]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.143237944438873, 0.15818119047832147, 0.49526367767771107]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.2692526263743303, 0.1520937345723103, 0.4814250160134696]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.05147377078453583, 0.15460835779877488, 0.47380472732821793]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.08091956114484382, 0.16282375011252842, 0.5016435919485892]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.13581743047650072, 0.16686160137553604, 0.5007294628060047]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.26979474607152976, 0.2514493390401961, 0.7665062674627163]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.1593086436478535, 0.15215019073741454, 0.4542241700416961]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.11568008144926104, 0.1646729181336451, 0.49416323002079]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.07006806648358362, 0.1792624918264702, 0.524324581903427]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.08954699523051766, 0.1809102522390675, 0.5318372971040771]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.17190438011018508, 0.16287146118357512, 0.4669232392500468]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.25192403388281626, 0.28054935042803425, 0.8205685548809706]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.08814379720362649, 0.20744034542179857, 0.5747300046426433]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.13354257611877074, 0.17804734679637096, 0.4862978877393001]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.4584064914131, 0.31784589457867396, 0.8681233530895004]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.18136383417819718, 0.17714029999488667, 0.47928814670206693]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.19126255410305235, 0.20561405525783547, 0.5563288724314137]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.08330668468039878, 0.18981793070279832, 0.5160068314058728]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.2783665406520443, 0.28808485752962276, 0.7686642495294613]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.24635558979913305, 0.293288081514935, 0.7683509850245128]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.06745858726683147, 0.20782036104764243, 0.5323749844469907]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.3115225799136734, 0.2976265664648922, 0.7524180062315293]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.4636207644278704, 0.3457159232675355, 0.8664056636189174]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.1995231677196175, 0.3254378141081222, 0.8051098961426196]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.21371292516266313, 0.32737182778156465, 0.8064415554791846]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.26061341166713325, 0.2768458257818662, 0.6762099383227438]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.23779245361946239, 0.32405804954301926, 0.8016898337052756]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.07417353527831214, 0.20736641927944469, 0.49397118798188394]
[2024-03-08 13:21:38.165] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.026445508756832405, 0.2223172437857571, 0.5317791632558162]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.013032314972065263, 0.20657222442596432, 0.4941176204030722]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.46811287959928716, 0.36505336934146493, 0.8695984214620625]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.00454437024798331, 0.20718267908905158, 0.49353423702616844]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.048964330093521954, 0.20729468567782797, 0.4938010545850385]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.06008242848905884, 0.21535263055683454, 0.5151193521552351]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.09608175945059799, 0.20864209268903036, 0.49294512451725064]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.05457267616103818, 0.2311167208331974, 0.5308445095902551]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.2131832850843715, 0.3512821554189429, 0.8036490894019583]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.4625902451665806, 0.38223305802121277, 0.8641846875524573]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.13369281523305696, 0.2194692422605967, 0.4866763276033316]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.2861794625617792, 0.3498788542792664, 0.7818503754647355]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.09994410133202905, 0.2219267595618633, 0.4865233754779679]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.05215214029680792, 0.23212233351814376, 0.5088746450816578]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.8414847941486899, 0.5022575095460386, 1.0927853446068339]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.45960809514079504, 0.39720353875817876, 0.864206173783857]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.16179144374375756, 0.2593425552723984, 0.547760091744765]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.028627583605194046, 0.20213973686973688, 0.42694213394604585]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [0.0409580659911267, 0.242921418991748, 0.502061342506941]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:171] Triangulate success. Point: [-0.10022248123112183, 0.23380555485165982, 0.479789211482304]
[2024-03-08 13:21:38.166] [MineLog] [info] [/home/lin/Projects/super-vio/node/offline_node.cpp:171:
